video_id,title,channel,category_id,category,views,likes,description,tags,url,published_at,comment_count,country
N4aXLgx3SrA,유재석 때문에 힘들다는 남희석,유느님,23,코미디,1111398,13586,,,https://www.youtube.com/watch?v=N4aXLgx3SrA,2025-04-15T02:00:30Z,190,KR
O2z_0tt6aVA,🔥인기급상승🔥 이 노래 때매 가수가 됐어요,와글TV,23,코미디,1286112,18331,#가수#김성환#묻지마세요#거시기인생#인생#미공개#와글짧은이야기#와글티비#와글TV#전국노래자랑#레전드#레전드참가자모음#와글시장가요제#와글#시장가요제#익산매일,"와글와글시장가요제,시장가요제,와글티브이,와글티비,와글tv,jtv,와글와글,와글와글시장이좋아,시장이좋아",https://www.youtube.com/watch?v=O2z_0tt6aVA,2025-04-12T12:00:40Z,72,KR
S9HVbPC_AKg,혜선에이와 용원게이,1분책임,23,코미디,1976692,39253,"#shorts #스케치코미디 #웃긴짤 #유머 #재밌는영상 #용원 

📌풀영상은 ""예상치못한필름"" 유튜브 채널에서 원본으로 보실 수 있습니다
(너랑 모텔 가고싶어 편)
링크: https://youtu.be/BtEw2lfsgFA?si=jCeBltqBR4gcxRM8
✔모든 영상은 풀영상으로 꼭 보시는 것을 추천드립니다.✌️

#용원게이 #예상치못한필름",,https://www.youtube.com/watch?v=S9HVbPC_AKg,2025-04-13T09:40:00Z,1490,KR
aXk5cN5dXoo,도플갱어 여동생 대리출석 해주기ㅋㅋㅋㅋㅋㅋ,네자매모먼트 [4sisters],23,코미디,1472822,29881,,,https://www.youtube.com/watch?v=aXk5cN5dXoo,2025-04-13T10:00:02Z,274,KR
9Mxzu3KLL24,온 가족이 콩칵지에 씌이면 생기는 일 #스케치코미디 #코미디 #유머,심심숏폼,23,코미디,2087666,56882,,,https://www.youtube.com/watch?v=9Mxzu3KLL24,2025-04-12T11:21:56Z,207,KR
o7lMKZoFZV0,신병 개인기가 도랏맨ㅋㅋ 와 뭐지 #김대희,웃짤,23,코미디,2274103,68607,"#신병3 #꼰대희 

와 타짜 보는줄 알았어~ 이거 대박이네
꼬탄주 마무리까지 ㅋㅋㅋㅋ",,https://www.youtube.com/watch?v=o7lMKZoFZV0,2025-04-12T16:04:06Z,1892,KR
IvI1pm6f7yE,미국에서 흔하다는 정체성 혼란 #영어듣기,티멘트 영어 temment English,23,코미디,2362207,50885,,,https://www.youtube.com/watch?v=IvI1pm6f7yE,2025-04-12T12:53:17Z,782,KR
ACnJ_pRXh8s,당당하게 여자를 성X행하던 변태남의 최후 #안녕프란체스카,숏잼박스 - 1분 순삭,23,코미디,805843,23401,,,https://www.youtube.com/watch?v=ACnJ_pRXh8s,2025-04-15T01:03:01Z,66,KR
CAYGPG9AclQ,일단 잘했다고 함,뭐랭하맨,23,코미디,1128950,40284,,,https://www.youtube.com/watch?v=CAYGPG9AclQ,2025-04-15T07:51:49Z,521,KR
f9j4Qt-38tk,유부남의 피해,미남재형,23,코미디,2604637,77676,#미남재형 #food #lifestyle #shorts #meme #mufasa #영화 #드라마 #스케치코미디,,https://www.youtube.com/watch?v=f9j4Qt-38tk,2025-04-11T03:01:43Z,412,KR
OzWJGp-7bhI,재벌 여친의 다이아몬드 100캐럿 선물 #shorts,숏플레이,23,코미디,876602,29845,"#스케치코미디 #shorts #부자 

재벌 여친의 다이아몬드 100캐럿 선물","숏박스,싱글벙글,스케치코미디,180초,개그맨,숏무비,짧은대본,픽고,너덜트,끄적끄적,코믹숏무비,숏코미디,킥서비스,하이픽션,웃기시네,킬링타임,숏플레이,mukbang,현정,추석,재벌,부자,금수저,자낳괴,자본주의가 낳은 괴물,조폭여친,커플,재벌여친,상여자들,재벌 여친,돈,부유,서민,사채업자,사채,현금,선물,금시세,재력,생일 선물,생일,다이아몬드,다이아몬드 선물,페라리,스타벅스,기프티콘,금,금 시세",https://www.youtube.com/watch?v=OzWJGp-7bhI,2025-04-16T09:00:47Z,151,KR
DD5mgdpN1yA,방송 중에 나래에게 거듭 사과하는 전현무,easymag,23,코미디,2551831,50040,#박나래 #전현무 #나혼자산다 #무지개회원 #예능대세 #금요일예능 #혼라이프 #나혼산레전드 #박나래예능감 #전현무사과 #나혼산케미 #MBC예능 #혼자사는여자 #혼자사는남자 #나혼산팬,,https://www.youtube.com/watch?v=DD5mgdpN1yA,2025-04-12T04:00:11Z,2574,KR
p38TJ7LUsu4,세계 1위 부자 비서가 1위 부자에게 복수를!?,우기유니,23,코미디,816478,36536,"착하게 살자 김 비서야! ㅋㅋㅋ

#우기유니 #상황극 #부자의삶 #복수","끼발산,낭만박상환,키득가득,서카,급식왕,이창윤,김병욱,창스보이,코미디,유머,유머짤,개그콘서트,개그맨,부자,부자의삶,고순호,세계부자1위,우기유니,손님,일론 머스크,트럼프,호날두,빌게이츠,테슬라,엄마,가족,설날,세벳돈,라이벌,경쟁자,세계2위부자,세계1위부자,미스터 비스트,할아버지,세계1위,아빠,아버지,아들,1위부자,우기유니 부자,우기유니 부자의삶,비서,학교,Burberry Hills,Elon Musk,Tesla,Bill Gates,world's rich,rich people,world's richest,life of the rich,Mark Zuckerberg,rich guy,rich man,짝사랑,사랑,첫사랑,임선양,레이디액션,Iron Man,Disneyland,Marvel,trump,Instagram,MrBeast,K-pop,BTS,흑화,해고,실직자,퇴사,일탈,빌런,복수",https://www.youtube.com/watch?v=p38TJ7LUsu4,2025-04-16T09:30:34Z,231,KR
AKaxCG4UVL4,유명하지 않은 맛집을 둘만 알면 받는 오해,결정적장면,23,코미디,3660061,74459,#shorts #장도연 김대명,,https://www.youtube.com/watch?v=AKaxCG4UVL4,2025-04-09T09:16:59Z,377,KR
jTzq8J4i8C0,오빠가 나 헌팅했잖아,시간 훅 가는 쇼츠,23,코미디,1186111,20887,"#스케치코미디 #유머 #예능 #개그 #재밌는영상 #코미디 #공감

원본 채널 : 웃기시네
원본 제목 : 처음 보는데 되게 미인이시네요
업로드 되는 모든 쇼츠는 풀영상이 더 재밌습니다!
꼭 풀영상으로 시청하는 걸 권장드립니다",,https://www.youtube.com/watch?v=jTzq8J4i8C0,2025-04-14T12:01:13Z,100,KR
YADCfh3ccL4,"""너 왜 그러구있어?.."" 옥상 위 댕댕이가 가스배관에 올라가있던 까닭",꽃개냥,23,코미디,1620489,52151,,,https://www.youtube.com/watch?v=YADCfh3ccL4,2025-04-12T22:33:00Z,1298,KR
0kfmkLAzK0k,다시보는 이재명의 아재개그 ㅣ 유머까지 겸비 #이재명 #이재명대표 #민주당 #양세형,편들어주는 파생 방송,23,코미디,1087269,39426,"안녕하세요 [파생방송]입니다.
많은 사랑 부탁드립니다.

영상이 재미 있고 의미 있었다면 좋댓구알!
그리고 멤버십 가입!
지속적으로 영상을 만드는 힘이 됩니다
감사합니다.
_편들어주는 파생 방송_

ps. 필요한 생필품은 영상에 있는 링크를 통해 구매하세요. #파생방송 #편들어주는파생방송 #쿠팡파트너스 

$협업 및 광고 기타 문의
biasedbroadcasting@gmail.com",,https://www.youtube.com/watch?v=0kfmkLAzK0k,2025-04-14T09:15:01Z,1000,KR
MGbwp_sPzck,엄마와 딸에게 걸려온 보이스피싱,통신보안,23,코미디,480040,8035,#웃긴영상  #유머  #전화  #통화  #보이스피싱  #참교육  #웃긴영상  #통신보안 #슬픔  #감동 #귀여운 #아기,,https://www.youtube.com/watch?v=MGbwp_sPzck,2025-04-17T05:00:30Z,215,KR
NTK4W36y_Is,"[대환장기안장] BTS라 욕먹을까봐요...😓｜방탄소년단 진 BTS JIN, 기안84 Kian84, 지예은 Ji Yeeun, 넷플릭스, Kian’s Bizarre B&B",통통컬처,23,코미디,948786,25947,"📌 저작권자(c) 연합뉴스, 무단 전재-재배포, AI 학습 및 활용 금지
📌 This video is created for reporting purposes. 이 영상은 보도 목적의 콘텐츠입니다. 
📌 E-mail          syipd@yna.co.kr
💙 Twitter         https://twitter.com/TONGTONG_C
💜 Instagram   https://www.instagram.com/tongtong_culture/","통통TV,TongTongTV,연합뉴스,yonhapnews,통통티비,넷플릭스,Netflix,넷플릭스 대환장기안장,대환장기안장,netflix Kian’s Bizarre B&B,Kian’s Bizarre B&B,방탄소년단,방탄소년단 진,BTS 진,진,김석진,BTS JIN,KIMSEOKJIN,기안84,KIAN 84,지예은,jiyeeun,진 기안84,진 지예은,넷플릭스 진,넷플릭스 기안84,넷플릭스 지예은,대환장기안장 진,대환장기안장 기안84,대환장기안장 지예은,Kian’s Bizarre B&B jin,Kian’s Bizarre B&B kimseokjin,Kian’s Bizarre B&B kian84,Kian’s Bizarre B&B jiyeeun,netflix jin,netflix kian84,Kian’s Bizarre B&B press conference,대환장기안장 제작발표회",https://www.youtube.com/watch?v=NTK4W36y_Is,2025-04-15T05:30:10Z,358,KR
GxJV2b0K2n0,빗자루 타고 놀아주는 삼촌의 하루,쪼꼬미필름,23,코미디,5756746,62240,"빗자루 탄 삼촌 신난 조카들🧹💨

✨129만 뷰 돌파✨

🌟 오늘의 쪼꼬미 주인공 🌟
인스타그램: @tory__teacher

⚠️ 댓글 관리 안내
영상 속 아기에 대한 부정적인 댓글은 사전 통보 없이 삭제됩니다.

📬 문의 안내
제보 및 문의: DM 또는 babyfilm2024@gmail.com",,https://www.youtube.com/watch?v=GxJV2b0K2n0,2025-04-06T02:44:00Z,1018,KR
H7w6bau_wdQ,남편 없는 틈에 아내를 괴롭힌 시누이의 최후,시오썰,23,코미디,1435400,54121,,,https://www.youtube.com/watch?v=H7w6bau_wdQ,2025-04-10T21:00:16Z,186,KR
0FODevGMZ_I,남자가 개들에게 공격받은 이유,일분일초,23,코미디,2501088,59991,#9,,https://www.youtube.com/watch?v=0FODevGMZ_I,2025-04-10T11:00:02Z,333,KR
p2jB3vloa7M,니가 갑자기 여기서 왜 나와?? (ib:Luke Davidson),김켈리 Kellyfornia,23,코미디,359947,17175,,,https://www.youtube.com/watch?v=p2jB3vloa7M,2025-04-17T10:30:34Z,167,KR
NYEnoHskRkQ,50대 여회장이 거기 보고 놀라 자빠진 이유ㅋㅋ,쌀툰,23,코미디,2078121,33360,#각종유머  #comedy  #fun  #funny  #웃긴,,https://www.youtube.com/watch?v=NYEnoHskRkQ,2025-04-10T10:00:52Z,138,KR
FcWLVWz-x7s,미용실에 남자 손님이 넘치는 이유ㅋㅋ,1분유머짤,23,코미디,1359893,14354,미용실에 남자 손님이 넘치는 이유ㅋㅋ #snl서예지 #김원훈 #서예지 #플러팅 #snl코리아 #snl시즌7 #미용실,,https://www.youtube.com/watch?v=FcWLVWz-x7s,2025-04-13T13:53:50Z,236,KR
k9ydvCcv5Sg,야반도주 소식에 엇갈린 온도차ㅋㅋ #폭싹속았수다,멜로컷,23,코미디,723262,20928,,"넷플릭스,아이유,박보검,폭싹 속았수다,폭싹 속앗수다,애순이,드라마,asmr,iu,Park Bo Gum,아이유 박보검,이지은,When Life Gives You Tangerines,lee ji eun,park bogum,kdrama,idol,korea drama,문소리,애순,애순관식,관식 애순,관식애순,폭싹속았수다,폭싹,먹방,폭삭,폭삭 속았수다,폭삭 속앗수다,폭싹속았수다 막내아들,폭싹속았수다 금명이,염혜란,폭싹속았수다 해외반응,폭싹속았수다 은명이,폭싹속았수다 염혜란,김선호,폭싹속았수다 충섭,촉싹속았수다 김선호,금명이결혼식,금명충섭,충섭금명,폭싹속았수다 결말,폭싹속았수다 마지막회,폭싹속았수다 엔딩",https://www.youtube.com/watch?v=k9ydvCcv5Sg,2025-04-16T11:01:24Z,232,KR
Cr2cS_CxYxA,한국 남자랑 할 때 자세를 자주 바꿔서 힘든 오구라 유나  #노빠꾸탁재훈 #shorts,쇼츠공장,23,코미디,527000,6381,,,https://www.youtube.com/watch?v=Cr2cS_CxYxA,2025-04-16T15:59:48Z,78,KR
Ddi8CrKpjqA,31세에 1억 모으기 가능? | 개그콘서트 Gagconcert | KBS 250406 방송, 개그콘서트,23,코미디,1275627,30552,"#가을씨의하루
#이수경

▶ 매주 일요일 밤 9시 20분 KBS 2TV 

Copyright ⓒ KBS. All rights reserved. 무단 전재, 재배포 및 이용(AI 학습 포함) 금지","개그콘서트,개콘,코미디,개그,콩트,개그맨,공개코미디,장수프로그램,월요병,개콘부활,KBS,KBS예능,새코너,이수경,홍현호,가을이,가을씨,주취자,스핀오프코너,20대,30대,일상,브이로그,심곡파출소,금쪽유치원,사랑이,기쁨이,과거,추억,만우절,1억",https://www.youtube.com/watch?v=Ddi8CrKpjqA,2025-04-11T09:00:30Z,204,KR
gDKIXpkTpm8,본부장님 당황시킨 요기요 면접 현장,미미미누,23,코미디,2049642,55726,,,https://www.youtube.com/watch?v=gDKIXpkTpm8,2025-04-10T09:00:52Z,549,KR
hMJCn4_GlbM,바보마을 눈치챈 이장아들,낭만박상환,23,코미디,757401,37558,,,https://www.youtube.com/watch?v=hMJCn4_GlbM,2025-04-15T09:01:02Z,430,KR
oQrZYW-ReJ4,아빠가 대장인 이유,강예찬,23,코미디,637287,22907,,,https://www.youtube.com/watch?v=oQrZYW-ReJ4,2025-04-15T09:55:30Z,116,KR
RTAKx2ZyrKg,웃어야산다 ~밥묵자!정답이두개네 ~ㅎㅎ이승만ㅋㅋㅋㅋ #어머나세상에,굿바이홍콩,23,코미디,701920,10163,,,https://www.youtube.com/watch?v=RTAKx2ZyrKg,2025-04-13T23:00:35Z,198,KR
qamaoDWeRUY,개그맨이 격투기 경기에 출전하면 생기는 일ㅋㅋㅋ #shorts #아는형님,1분예능모음zip,23,코미디,870284,8472,#shorts #아는형님 #강호동 #이수근 #서장훈 #민경훈 #김희철,,https://www.youtube.com/watch?v=qamaoDWeRUY,2025-04-14T11:06:00Z,229,KR
io_0n_8wsZQ,"""당신이 선배세요^^"" #shorts",웃긴 테레비,23,코미디,1987825,19232,좋아요&구독은 큰 힘이 됩니다👍,"슈가맨,슈가맨2,슈가맨레전드,슈가맨비투비,비투비,육성재,슈가맨육성재,이창섭,전과자,전과자이창섭,이창섭후배,보컬트레이너,이창섭친구,예능,음악예능",https://www.youtube.com/watch?v=io_0n_8wsZQ,2025-04-10T10:30:34Z,124,KR
yWxoj3VW_RI,샤워 중인 화장실 문을 열었다ㄷㄷ #불타는청춘,SBS 옛날 예능 - 빽능,23,코미디,5844995,65960,"#즐숏 #shorts  #불타는청춘 #빽능
#김광규 #김국진 #강수지 #김완선
#구본승 #최성국 #이연수 #김도균
#편집자_동동

Copyright Ⓒ SBS. All rights reserved. 무단 전재, 재배포 및 AI학습 이용 금지","RUNNINGMAN,런닝맨,웬그막,순풍,시트콤,불청,불타는청춘,불타는청춘몰아보기,불타는청춘다시보기,김국진,강수지,김완선,김광규,구본승,최성국,이연수,류태준",https://www.youtube.com/watch?v=yWxoj3VW_RI,2025-04-08T08:01:00Z,2047,KR
